control_stratum,sampling_priority,loss,task_id,split,model,attack_family,K,sample_id,restart,step,p0_archived,p1_archived,A_sum_float64,p0_fp32,p1_fp32,B_sum_float32,B_sum_float64,abs_A_sum_error,abs_B32_sum_error,abs_B64_sum_error,original_checker_result,finite,in_range,class_alignment_valid,serialization_roundtrip_status,raw_artifact_identity_status,representation_C_status,classification,row_ordinal
checker_failed,1797560943637,cw,9be90e5f5de357a6d108ca9ec5123a562f5041bdc1dafd85ec80c9ceb6162f0d,46,CAT-AD,phys_projection_pgd,50,4b007089e55a10a2a9668e47c8eb39cb7c215e462e2405afc1471f295040b171,3,29,0.0972461179,0.902753949,1.0000000669,0.09724611788988113,0.9027539491653442,1.0000001192092896,1.0000000670552254,6.68999999842157e-08,1.1920928955078125e-07,6.705522537231445e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,99901329
checker_failed,1799170450172,cw,44e299bfb0a84db1533990fa4d938de89c8b330200960db1466271200dc443c4,42,CAT-AD,phys_projection_pgd,50,4b863385276ba9f0e687fdd1f3b74b2ae8d4b8131acd3974e425b872a8fb6ac5,4,1,1.65192887e-05,0.99998343,0.9999999492887,1.651928869250696e-05,0.9999834299087524,0.9999999403953552,0.999999949197445,5.0711300048078556e-08,5.960464477539063e-08,5.0802555051632226e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,59283860
checker_failed,2054140071332,cw,baff82a80c3044b6b1ae7eb753d5269c6e8207ef971e5f232b3c7e672755341a,43,BiLSTM-ERM,phys_penalty_pgd,50,3f56503af289c9a9bfeebb6ce8fcbc61fc641412f75c5a970452a4b1b928b0e8,4,38,0.519323528,0.480676502,1.00000003,0.5193235278129578,0.4806765019893646,1.0,1.0000000298023224,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,66062847
checker_failed,2073465787333,cw,013fc5d922d24f643b0d41a427e0504b36fd3e14aeca2c414191c1de3d9abfe6,46,BiLSTM-ERM,phys_hybrid_pgd,20,43b3b6c4316bea28c2dc0e7759d3eacdb3322f373009bb98ae0be921ff396f70,4,13,0.667149842,0.332850128,0.9999999700000001,0.6671498417854309,0.3328501284122467,1.0,0.9999999701976776,2.9999999928698173e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,97963261
checker_failed,2467892279367,cw,b084e4fe600a54fcfc76dfac1f82617d83bf059c43ed6eb8c4770f790b8834db,42,BiLSTM-ERM,phys_projection_pgd,50,1ccc00e025d44ba57fd6967e0ff72f431657c1aed944afa25e459c8558eeef05,1,5,0.104691736,0.895308316,1.000000052,0.10469173640012741,0.8953083157539368,1.0,1.0000000521540642,5.20000000836518e-08,0.0,5.21540641784668e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,53298395
checker_failed,2899273467061,cw,fc3adaca81a0a1d853f53fb5ac0fdb440c80e836b8577344f9798306c7b2a5cd,44,CAT-AD,phys_hybrid_pgd,50,2ed15af7c1dc8906efba585d3ca75cd4152c0dfa45e4eb961382b3112b7a87d2,2,13,0.000200758441,0.999799311,1.000000069441,0.0002007584407692775,0.9997993111610413,1.0000001192092896,1.0000000696018105,6.944100006123222e-08,1.1920928955078125e-07,6.960181053727865e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,85751471
checker_failed,3440247224400,cw,f35aca54dda253ac8b93963c0cc55c2391296847ac1bbc69de8dda435581cf3a,42,CAT-AD,phys_penalty_pgd,50,8fe02cca0b9d4c541793188a9bec0dcccd8048e9be6ce1e61337ed9648441e93,0,12,0.00104409736,0.998955846,0.99999994336,0.0010440973564982414,0.9989558458328247,0.9999999403953552,0.999999943189323,5.664000002347791e-08,5.960464477539063e-08,5.681067705154419e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,60760217
checker_failed,3786355573089,cw,da34597561bf285f003b6d7fcfc5845b39cdb1f153a3b7a452ecfd5c72b5e232,44,CAT-AD,norm_pgd,50,ff46f758e45052e44fc37dad4f4d6fb60ec60e9ae170e8a8e17e643506621234,3,29,0.000146952181,0.999853015,0.999999967181,0.0001469521812396124,0.9998530149459839,0.9999999403953552,0.9999999671272235,3.2818999962103135e-08,5.960464477539063e-08,3.287277650088072e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,81568103
checker_failed,4596395771445,cw,8f47d1ee771e407e0669e978fe2ba78da0dc4e56df6350ea839e0285955d6eed,42,CAT-AD,phys_hybrid_pgd,50,affe9d64ca4582fb33029537c39cc36afb6d6377c6f931f69d332f57000f09d4,4,32,0.0107827727,0.989217281,1.0000000537,0.010782772675156593,0.9892172813415527,1.0,1.0000000540167093,5.3700000002265824e-08,0.0,5.4016709327697754e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,61797087
checker_failed,5656035783346,cw,b5112c1241662fa848dfd7367cc974d883077aa5e48bb67075f8088e621d5a7d,43,BiLSTM-ERM,phys_hybrid_pgd,20,aa1e7f2804ad6589d63c59724731f45540a7b51c26e5abd7c93c495ada8b527f,4,4,0.627813399,0.372186542,0.999999941,0.6278133988380432,0.372186541557312,0.9999999403953552,0.9999999403953552,5.899999999670058e-08,5.960464477539063e-08,5.960464477539063e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,67442446
checker_failed,7572302279229,cw,7c1204318d7186f4088599123740b58d03f38606d7808441dd9a31f8acd52676,44,CAT-AD,phys_penalty_pgd,50,a26384b8d3daf8fde10f5e98653541f52bb1c268f0c97ab188000d256259f9fd,3,27,0.202193797,0.797806144,0.999999941,0.20219379663467407,0.7978061437606812,0.9999999403953552,0.9999999403953552,5.899999999670058e-08,5.960464477539063e-08,5.960464477539063e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,83595247
checker_failed,7666843778440,cw,019976c24b952a2b2529cba0dba69a7d4f1fdb8e478a31bcb057e965fd09f93c,45,BiLSTM-ERM,norm_pgd,50,e4ed8575ac5c495c89c32aef39cde3bd3a6272abc86082b35263182db7e5b918,4,48,0.508310735,0.491689295,1.00000003,0.5083107352256775,0.4916892945766449,1.0,1.0000000298023224,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,86779460
checker_failed,7786201442107,cw,b084e4fe600a54fcfc76dfac1f82617d83bf059c43ed6eb8c4770f790b8834db,42,BiLSTM-ERM,phys_projection_pgd,50,e761dbfb62197b146314f31dbac15974345cb98f53f4c3e684974663fd7660b8,1,48,0.548148155,0.451851815,0.99999997,0.5481481552124023,0.45185181498527527,1.0,0.9999999701976776,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,53189378
checker_failed,9263524173740,cw,a2b76dc1e96e6c5a8674d68a1e081d70555fe71949fe5a2cc5a232845dba7e62,42,BiLSTM-ERM,phys_penalty_pgd,20,169c3899a58c9e59a55ca60124a9de11ebd59d0eeda97f48d6b499697cc02b90,4,0,0.126422048,0.873577893,0.999999941,0.12642204761505127,0.873577892780304,0.9999999403953552,0.9999999403953552,5.899999999670058e-08,5.960464477539063e-08,5.960464477539063e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,53813523
checker_failed,9720295664006,cw,b150354b23acb7b7699729451639913caa53674ceef458592c63151366de8fec,45,BiLSTM-ERM,phys_penalty_pgd,50,4de9ab8fec90f7214fc3ebe24daa69ab20a7446e38d3d6e0cb23e7b6318b1dab,1,26,0.65321207,0.346787989,1.000000059,0.6532120704650879,0.3467879891395569,1.0,1.0000000596046448,5.899999999670058e-08,0.0,5.960464477539063e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,89114374
checker_failed,9975134248898,cw,b084e4fe600a54fcfc76dfac1f82617d83bf059c43ed6eb8c4770f790b8834db,42,BiLSTM-ERM,phys_projection_pgd,50,27c460d9a63afdcdb555d8f902ae60bbc25f1f0201b9745d9cbf3615b8ad4a1c,4,26,0.508917451,0.491082609,1.00000006,0.5089174509048462,0.4910826086997986,1.0,1.0000000596046448,6.000000007944095e-08,0.0,5.960464477539063e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,52864886
checker_failed,10535038093981,cw,44f9dc4af12db2cdbe31c9c5ef4b9b801b090f2efe73b22f1e131018d82259e1,45,BiLSTM-ERM,phys_hybrid_pgd,20,e064c4282c17aa88b5294e8f65d791500b5c2df8fe265073d6d5666c8144aed9,4,11,0.594261825,0.405738145,0.99999997,0.5942618250846863,0.40573814511299133,1.0,0.9999999701976776,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,89644905
checker_failed,12428037025186,cw,ad3767d140c8226956be23dd62ade7e8b937f56553d26e312b3ffbb274dd079f,45,BiLSTM-ERM,norm_pgd,20,68d1289fe0abc3c8b27defc04ee37f184b12c0570d9172de2a621e9e2918c843,1,1,0.0122849103,0.987715065,0.9999999753,0.012284910306334496,0.9877150654792786,1.0,0.9999999757856131,2.470000004528572e-08,0.0,2.421438694000244e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,86185071
checker_failed,12603968767553,cw,02ade336d2d5eb946347a029f5e8d535e42df857db39ce4e20fc400fe777a5d3,43,CAT-AD,norm_pgd,50,e01c7f3182e0941fe375f7cc0a203782b61f9b25fbdc9f9dba7f2db2160e4f82,2,27,0.52402997,0.47597,0.99999997,0.5240299701690674,0.47597000002861023,1.0,0.9999999701976776,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,69712942
checker_failed,14666004765033,cw,cac8e8f8c40e86074a5a65c08802d99759718d612b96f02b0f2595fb7a6d4f02,43,CAT-AD,phys_projection_pgd,20,60980c903299bd22c8aebeceee4efd7bcf71da41cda5a531175ebd717f6f1240,4,14,0.000768226048,0.999231815,1.000000041048,0.0007682260475121439,0.9992318153381348,1.0,1.000000041385647,4.1048000110066596e-08,0.0,4.1385646909475327e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,70448629
checker_failed,14996981533353,cw,43d896437a8deb9b5cacaf9dbeca676f98bfa39878232ad2cc00f907f0905489,44,BiLSTM-ERM,phys_hybrid_pgd,50,73b1c32ae79770bf76f27cf614bf1fb0a24c51e5a6e900a7cd3cf90f9c172976,2,50,0.686043501,0.313956469,0.99999997,0.6860435009002686,0.31395646929740906,1.0,0.9999999701976776,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,79886176
checker_failed,15604134506153,cw,0aae0c737409c0ebc931b59528d668295dbb4052194413cdd356c15744f5262f,43,BiLSTM-ERM,phys_projection_pgd,20,fe0f8f3a3e91bf2765580fd61ab16035161d79c9f0108cda6d6c7b89c48c6d5e,1,3,0.0145934029,0.985406637,1.0000000399,0.014593402855098248,0.9854066371917725,1.0,1.0000000400468707,3.989999997067173e-08,0.0,4.0046870708465576e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,64139475
checker_failed,15798226191865,cw,e53e1934609387a8aa1c795bea203ac47fcb21a4e51ca9f0a90eb332f09bdce6,44,BiLSTM-ERM,phys_penalty_pgd,50,b4ef27d17a21a214339f22ab37650a7c65941f71755869cd7dd57df7698ab146,1,27,0.527905941,0.472094089,1.00000003,0.5279059410095215,0.4720940887928009,1.0,1.0000000298023224,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,78819049
checker_failed,16199995155728,cw,2109d30a03547f4ca241867c1d0e70461ebba07cabdfce5d3b7f9618f63297c0,42,BiLSTM-ERM,norm_pgd,50,89e9744835226a27bc4d2d9afd49d7130108947472aba2e838ef5c5c3f951e7e,4,31,0.518891275,0.481108755,1.00000003,0.5188912749290466,0.48110875487327576,1.0,1.0000000298023224,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,52075657
checker_failed,16472100837066,cw,bebffc2249ccf29142063b4581aded553a2c16b2bbec365cb8362fa3b654d982,42,CAT-AD,phys_penalty_pgd,20,c0f206d613582cc0ab18a67c3ad88a462ab30e85121a673bcd4f28ce9ef438ed,4,5,0.00256696925,0.997433007,0.99999997625,0.0025669692549854517,0.9974330067634583,1.0,0.9999999760184437,2.3749999966682367e-08,0.0,2.3981556296348572e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,59963738
checker_failed,18586232708312,cw,b084e4fe600a54fcfc76dfac1f82617d83bf059c43ed6eb8c4770f790b8834db,42,BiLSTM-ERM,phys_projection_pgd,50,24b512509dc3c542b37350eeea739ba1016a08b1f561e001150439a891f7745c,4,10,0.46898368,0.53101629,0.99999997,0.4689836800098419,0.5310162901878357,1.0,0.9999999701976776,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,52856843
checker_failed,19337169315194,cw,fc3adaca81a0a1d853f53fb5ac0fdb440c80e836b8577344f9798306c7b2a5cd,44,CAT-AD,phys_hybrid_pgd,50,e49c32986de6094f1d21ff361bb1380ed0dcdcfc2f396c535c7ad2f93164302e,0,0,7.52358062e-07,0.999999285,1.000000037358062,7.523580620727444e-07,0.9999992847442627,1.0,1.0000000371023248,3.7358061977244006e-08,0.0,3.710232476805686e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,84909138
checker_failed,19642251233689,cw,da34597561bf285f003b6d7fcfc5845b39cdb1f153a3b7a452ecfd5c72b5e232,44,CAT-AD,norm_pgd,50,65329d9977f7877e73663406de235baf2cc941e876043e3850358c03fcf255f8,1,1,4.44395164e-06,0.999995589,1.0000000329516399,4.44395163867739e-06,0.9999955892562866,1.0,1.0000000332079253,3.2951639861167337e-08,0.0,3.320792529848404e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,80718194
checker_failed,20858477270320,cw,44e299bfb0a84db1533990fa4d938de89c8b330200960db1466271200dc443c4,42,CAT-AD,phys_projection_pgd,50,f2ab7a43479eb88cf2a2f84664e0663a5123519ed2c0fed45bd0bf998391d976,1,0,3.55533011e-05,0.999964476,1.0000000293011,3.555330113158561e-05,0.9999644756317139,1.0,1.0000000289328455,2.9301099990775015e-08,0.0,2.8932845452800393e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,59204688
checker_failed,20897791460599,cw,c6e52e2dc520df354fefe7fd88f69806e67aabe2dd6aae80a73f4fb54e98260b,43,CAT-AD,phys_projection_pgd,50,6219d05ca9f2cd3ab044a02a38e1a778bc8d29f6836e0abaabcb8bb531cfcef8,0,30,0.506406069,0.493593961,1.00000003,0.5064060688018799,0.4935939610004425,1.0,1.0000000298023224,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,71451082
checker_failed,22860713800369,cw,9be90e5f5de357a6d108ca9ec5123a562f5041bdc1dafd85ec80c9ceb6162f0d,46,CAT-AD,phys_projection_pgd,50,ef73e81f9b0ffd885ebf52901e449ab25a67452453d9862e4c021b5854a7d299,4,1,1.01672811e-06,0.999998927,0.9999999437281101,1.0167281061512767e-06,0.999998927116394,0.9999999403953552,0.9999999438445002,5.627188992551879e-08,5.960464477539063e-08,5.6155499805754516e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,99912990
checker_failed,23060877690575,cw,c6e52e2dc520df354fefe7fd88f69806e67aabe2dd6aae80a73f4fb54e98260b,43,CAT-AD,phys_projection_pgd,50,7fd1c8e7db69f8a4ed5eb4122325e209573e3adc858fe47d153320bfd783ec14,4,29,0.000984345097,0.999015689,1.0000000340970001,0.0009843450970947742,0.9990156888961792,1.0,1.000000033993274,3.409700011225425e-08,0.0,3.3993273973464966e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,71424025
checker_failed,23155963534482,cw,fb8f223499b36603508afbd5da5b5e2f564482c4ebd567a7be534eb929fc66d0,46,BiLSTM-ERM,phys_projection_pgd,50,cf9c29c54df844fd7af591bbe6efd7e30ee7b52a04a01d6ed6d9653d1298602f,3,27,0.526975513,0.473024458,0.999999971,0.5269755125045776,0.4730244576931,1.0,0.9999999701976776,2.8999999956980105e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,96690880
checker_failed,23299012409488,cw,21d52fbda090db9e8dc8938c5c07681e119803db3f68f6e05c0497a5e67b0ca5,45,BiLSTM-ERM,phys_projection_pgd,50,0c54948943edbd5fdebbb185ef5727f90d08cae488e61c1d0790f6d14116feae,4,38,0.633594036,0.366405994,1.00000003,0.6335940361022949,0.36640599370002747,1.0,1.0000000298023224,3.0000000039720476e-08,0.0,2.9802322387695312e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,88325965
checker_failed,25697335933734,cw,21d52fbda090db9e8dc8938c5c07681e119803db3f68f6e05c0497a5e67b0ca5,45,BiLSTM-ERM,phys_projection_pgd,50,a94d841c7cfff958a4ac7e486c6a6c92d248fb8ccabfb78b6b19ec1cc38f03c7,4,42,0.940426707,0.0595733523,1.0000000593,0.9404267072677612,0.059573352336883545,1.0,1.0000000596046448,5.930000002152269e-08,0.0,5.960464477539063e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,87727713
checker_failed,25839505898645,cw,ec95168cef019d4b2bff1abe2dfbb0b631e166b5f343cb9280c7abb0e7a5c296,42,BiLSTM-ERM,phys_hybrid_pgd,50,d8c5c6e0c6aaadabcd72095bd1d4196b0495b8cb0e7400d160e51aa4072d6a2e,0,1,0.0122304233,0.987769544,0.9999999673000001,0.012230423279106617,0.9877695441246033,0.9999999403953552,0.9999999674037099,3.269999993005257e-08,5.960464477539063e-08,3.259629011154175e-08,True,True,True,True,ROUNDTRIP REPRESENTATION CONSISTENT,PRIOR_FULL_IDENTITY_GATE_PASS_EXCEPT_SUM_AND_CURRENT_AGGREGATE_ROW_READABLE,NOT AVAILABLE,P1_FLOAT32_SOFTMAX_SUM_REPRESENTATION_EFFECT+P3_CHECKER_SPECIFICATION_MISMATCH,55637146
