group_type,group_value,loss,task_id,model,attack_family,K,split,total_rows,failure_rows,failure_rate,finite_rows,in_range_rows,max_abs_sum_error,median_abs_sum_error,p95_abs_sum_error,p99_abs_sum_error,p99_9_abs_sum_error,nan_count,positive_inf_count,negative_inf_count,p0_lt_zero_count,p1_lt_zero_count,p0_gt_one_count,p1_gt_one_count,class_alignment_anomalies,roundtrip_exact_rows,roundtrip_mismatch_rows,B32_exact_one_rows,B32_nonunit_rows,B64_checker_failure_rows,serialization_delta_nonzero_rows,finite_precision_explained_failure_rows,serialization_explained_failure_rows,checker_specification_failure_rows,unexplained_failure_rows,true_raw_inconsistency_failure_rows,raw_probability_inconsistency_rows,representation_C_status,quantile_method
cross,loss|model|attack_family|K|split,margin,64d00bb73f7ec3debdd3714c4d77b583039cae05d1d96b301ed3aff58988d84d,BiLSTM-ERM,phys_hybrid_pgd,50,43,1081965,694914,0.6422703137347326,1081965,1081965,8.960999997587038e-08,2.990000003144644e-08,6.659999995939359e-08,7.749999997308521e-08,8.509999993577821e-08,0,0,0,0,0,0,0,0,1081965,0,826581,255384,695237,998272,694316,598,694914,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,cdef8ba0164baddd154e9b11c8bea882c7b3dbff4a7780cb30562e9656208525,BiLSTM-ERM,phys_penalty_pgd,20,43,445515,283620,0.6366115619002727,445515,445515,8.924899996820557e-08,2.9999999928698173e-08,6.458439995027367e-08,7.594000006605484e-08,8.451486005545103e-08,0,0,0,0,0,0,0,0,445515,0,349705,95810,283717,396660,283445,175,283620,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,3a4c2bcdb6c2acdce6042621e9d9f01e2488534285fdb94c834a0d5f8bea15f9,BiLSTM-ERM,phys_penalty_pgd,50,43,1081965,695607,0.6429108150448489,1081965,1081965,8.968999998248961e-08,2.990000003144644e-08,6.659999995939359e-08,7.76359999310472e-08,8.515510815598783e-08,0,0,0,0,0,0,0,0,1081965,0,824638,257327,696067,1000375,695011,596,695607,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,b70988eed7a3b521ca0efbe31481b18d4c7d66867fd7202d31732d30927febae,BiLSTM-ERM,phys_projection_pgd,20,43,445515,284124,0.6377428369415171,445515,445515,8.91000000446951e-08,2.9999999928698173e-08,6.497000004657139e-08,7.609999996827099e-08,8.481588800357522e-08,0,0,0,0,0,0,0,0,445515,0,349593,95922,284263,397341,283956,168,284124,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,00f91c4c789cb8c105a2d87ad9ff27706c149e5f1ee5714b187a27816b4526d2,BiLSTM-ERM,phys_projection_pgd,50,43,1081965,694691,0.6420642072525451,1081965,1081965,8.944399998433994e-08,2.990000003144644e-08,6.668879994897694e-08,7.765999998632367e-08,8.519999994405225e-08,0,0,0,0,0,0,0,0,1081965,0,825761,256204,695069,999757,694115,576,694691,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,6b1dcef04b88696e732126dd8818f17987d52418bb0f352d8e5c56b9d2c7c56a,CAT-AD,norm_pgd,20,43,445515,295328,0.662891260675847,445515,445515,8.96089999979921e-08,2.98000000231724e-08,6.864329997746664e-08,8.00269999157166e-08,8.641394401087678e-08,0,0,0,0,0,0,0,0,445515,0,310412,135103,295418,442954,294500,828,295328,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,21205dd2d0de7af9d635bf7d04600d663559813e4b8ef132d6477be1efb2e9a2,CAT-AD,norm_pgd,50,43,1081965,711172,0.6572966778038106,1081965,1081965,8.958000008441047e-08,2.9700000014898364e-08,6.750000003385992e-08,7.930735999917015e-08,8.600000001024455e-08,0,0,0,0,0,0,0,0,1081965,0,773170,308795,711605,1054848,709636,1536,711172,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,c3602cf0cfe2a9c60de9e2c8fe6dc56252296bb76a3033af31a71317514dd2b7,CAT-AD,phys_hybrid_pgd,20,43,445515,295591,0.6634815887231631,445515,445515,8.926000005793355e-08,2.98000000231724e-08,6.877400005045331e-08,8.008516005686409e-08,8.626845795567377e-08,0,0,0,0,0,0,0,0,445515,0,310456,135059,295700,443128,294790,801,295591,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,88b5a306b27427f331c99a9603e5c3c020ed8981b4e334243dce1e185a29fba9,CAT-AD,phys_hybrid_pgd,50,43,1081965,710117,0.6563216000517577,1081965,1081965,8.96089999979921e-08,2.9669921075559103e-08,6.750000003385992e-08,7.93699999057651e-08,8.610407203946141e-08,0,0,0,0,0,0,0,0,1081965,0,773215,308750,710504,1053290,708455,1662,710117,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,05d16c68f6bf11b9b2a0f06c144de907bc55f2e4b180235159e82f2ca6eca33f,CAT-AD,phys_penalty_pgd,20,43,445515,295337,0.6629114620158693,445515,445515,8.940899998144403e-08,2.98000000231724e-08,6.879530002334987e-08,8.00630000075131e-08,8.637699999702875e-08,0,0,0,0,0,0,0,0,445515,0,310235,135280,295516,443184,294541,796,295337,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,c6889a604c44947e9673203e6a30499c7de1a843a032f0aa80058a539e665c83,CAT-AD,phys_penalty_pgd,50,43,1081965,710880,0.657026798463906,1081965,1081965,8.955599994919794e-08,2.9700000014898364e-08,6.7402799963645e-08,7.926400003022138e-08,8.600000001024455e-08,0,0,0,0,0,0,0,0,1081965,0,773303,308662,711332,1053698,709290,1590,710880,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,a0e8a1420625323ea462826d41c2ad6d84337dfdb2cf8465d587706c3d4ff9fd,CAT-AD,phys_projection_pgd,20,43,445515,295252,0.6627206715823261,445515,445515,8.942399998268513e-08,2.9755000019449085e-08,6.86353000434181e-08,7.99299999520997e-08,8.630000003506666e-08,0,0,0,0,0,0,0,0,445515,0,310816,134699,295356,443176,294415,837,295252,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,9b44eda6442cca39d6c3bb871bb7e697f8c93969c170ae9cb3c89ff65492f0ee,CAT-AD,phys_projection_pgd,50,43,1081965,710714,0.6568733739076588,1081965,1081965,8.939599993595948e-08,2.9680999880099534e-08,6.740000002558588e-08,7.918799993511527e-08,8.600421603199896e-08,0,0,0,0,0,0,0,0,1081965,0,773433,308532,711230,1054089,709198,1516,710714,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,986198a4b7b93345301f3a17561700359680599fe49b48ed0a47fa47bc99ba68,BiLSTM-ERM,norm_pgd,20,44,410025,266500,0.6499603682702274,410025,410025,8.93339999752385e-08,2.999999981767587e-08,6.681880000414247e-08,7.82999999282552e-08,8.551999997052917e-08,0,0,0,0,0,0,0,0,410025,0,310977,99048,266758,378554,266289,211,266500,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,8e05c402375f6593180f19e888cd4edb3c2ed01afd044eaf89ee87a2e42b792d,BiLSTM-ERM,norm_pgd,50,44,995775,651946,0.6547121588712309,995775,995775,8.940899998144403e-08,2.999999981767587e-08,6.727000001482963e-08,7.875999996631577e-08,8.570000001051347e-08,0,0,0,0,0,0,0,0,995775,0,733656,262119,652590,943479,651084,862,651946,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,d21679859609c8912bb8752b0eae0d12c337dcc2ca7d52219bac989b58e8eabc,BiLSTM-ERM,phys_hybrid_pgd,20,44,410025,265652,0.6478922016950186,410025,410025,8.911399995703562e-08,2.999999981767587e-08,6.619999992629744e-08,7.779999999790732e-08,8.532975995478889e-08,0,0,0,0,0,0,0,0,410025,0,315560,94465,265884,372138,265473,179,265652,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,72fca9d016f6beff87b9b20e9cf596151a0d7d8de9c7bd525b160b86e7a2cd11,BiLSTM-ERM,phys_hybrid_pgd,50,44,995775,651585,0.6543496271748136,995775,995775,8.968999998248961e-08,2.998999992787077e-08,6.722000001069262e-08,7.884000008395731e-08,8.577112999130788e-08,0,0,0,0,0,0,0,0,995775,0,736995,258780,652219,940647,650737,848,651585,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,875d7929c7033958fcd538904139d57508b3b6bb62a3cfc401ef519fb5d4151d,BiLSTM-ERM,phys_penalty_pgd,20,44,410025,266592,0.6501847448326321,410025,410025,8.919000005214173e-08,2.999999981767587e-08,6.659999995939359e-08,7.810000002272943e-08,8.550000007723212e-08,0,0,0,0,0,0,0,0,410025,0,313371,96654,266805,374894,266392,200,266592,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,85e6c957fdb822ba163da0c8bc1f289e5422832ca1559d488d0b472e9e92cb39,BiLSTM-ERM,phys_penalty_pgd,50,44,995775,652341,0.6551088348271447,995775,995775,8.932799999694652e-08,2.999999981767587e-08,6.720000000903781e-08,7.888000008726692e-08,8.58699999994883e-08,0,0,0,0,0,0,0,0,995775,0,736175,259600,652982,940856,651458,883,652341,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,40fdcc9ff211a1c124334e8b63f579cbae0c68e1c35cad4e4a77bebac222e0b3,BiLSTM-ERM,phys_projection_pgd,20,44,410025,266222,0.6492823608316566,410025,410025,8.960999997587038e-08,2.999999981767587e-08,6.607000002656349e-08,7.788000000452655e-08,8.53597599572711e-08,0,0,0,0,0,0,0,0,410025,0,315111,94914,266390,372816,266032,190,266222,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,6e8289ffb507a7d5d6be314bf6457e4a42e32ddcb503b9b5903234f62f1daa94,BiLSTM-ERM,phys_projection_pgd,50,44,995775,650290,0.6530491325851724,995775,995775,8.968999998248961e-08,2.9920000033101246e-08,6.710000000076377e-08,7.869999985032905e-08,8.571800003132068e-08,0,0,0,0,0,0,0,0,995775,0,738943,256832,650965,937563,649500,790,650290,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,bb5863c4208494300ac077b9f15f68ed1888cb509b4622009ba0733a597576fe,CAT-AD,norm_pgd,20,44,410025,268782,0.655525882568136,410025,410025,8.96089999979921e-08,2.9380200050610483e-08,6.53210000534088e-08,7.84080399540699e-08,8.590000000197051e-08,0,0,0,0,0,0,0,0,410025,0,290981,119044,268814,397480,268007,775,268782,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,9a0fdf4be96a4e0c3a265e87bf5d81495b63faf9ce330e1e27953436866a7187,CAT-AD,norm_pgd,50,44,995775,638194,0.6409018101478747,995775,995775,8.942399998268513e-08,2.8999999956980105e-08,6.509000005650023e-08,7.804200000238737e-08,8.569612998510236e-08,0,0,0,0,0,0,0,0,995775,0,724027,271748,638534,934535,636712,1482,638194,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,ab5805c3b2067588519d3f4b36edfe198d4d7079ebcecd6460dc29e51f94ab8a,CAT-AD,phys_hybrid_pgd,20,44,410025,268719,0.6553722334004024,410025,410025,8.968999998248961e-08,2.9428109948881342e-08,6.497299998020623e-08,7.80797599420069e-08,8.575185594850169e-08,0,0,0,0,0,0,0,0,410025,0,290315,119710,268835,397041,267969,750,268719,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,476b0bee9216e05c4f0f7556c234319fecdf7f8f8c6a60ccf5f50e5504e3eae4,CAT-AD,phys_hybrid_pgd,50,44,995775,629675,0.6323466646581808,995775,995775,8.958000008441047e-08,2.8646000016507855e-08,6.470000002423149e-08,7.797599999026517e-08,8.564280802936271e-08,0,0,0,0,0,0,0,0,995775,0,727526,268249,629959,919219,628150,1525,629675,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,ba69c5615f40019cc736f07bcdc6d2b1f997fb46b7d00571e04545966e7cc8dd,CAT-AD,phys_penalty_pgd,20,44,410025,268661,0.6552307786110603,410025,410025,8.93850000682761e-08,2.9368500076287773e-08,6.49100000194025e-08,7.812900002068801e-08,8.571123194300944e-08,0,0,0,0,0,0,0,0,410025,0,290768,119257,268686,397466,267883,778,268661,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,e1eac5534d1fd5d9c397afe2974dc47c21a8a6f6a973ca7fcb6e4663c1620a29,CAT-AD,phys_penalty_pgd,50,44,995775,631103,0.6337807235570284,995775,995775,8.968999998248961e-08,2.8699999932157993e-08,6.468192995656707e-08,7.790326001622106e-08,8.55999999771484e-08,0,0,0,0,0,0,0,0,995775,0,727905,267870,631435,923496,629564,1539,631103,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,9b216e0509019522d30910e35dfbbdcc3323564c353c6556697eb159d71be507,CAT-AD,phys_projection_pgd,20,44,410025,268406,0.6546088653130907,410025,410025,8.929100003829404e-08,2.9386999944591707e-08,6.478899994277754e-08,7.816899993962068e-08,8.574997598742586e-08,0,0,0,0,0,0,0,0,410025,0,290893,119132,268432,396814,267591,815,268406,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,e4b9a42ebad86d2fd6921a6312fc6d9dbc7fdcb4b6f65d4fb600a72b84eb3075,CAT-AD,phys_projection_pgd,50,44,995775,629872,0.6325445005146745,995775,995775,8.933999995353048e-08,2.8649999928020975e-08,6.455200000088367e-08,7.792000000783617e-08,8.55999999771484e-08,0,0,0,0,0,0,0,0,995775,0,727726,268049,630204,920151,628363,1509,629872,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,ecf08e15c454de1fb851c2799b4fdec8858d5e34372a946f23542c23b7e47d1c,BiLSTM-ERM,norm_pgd,20,45,353640,229789,0.6497822644497229,353640,353640,8.91000000446951e-08,2.9600000006624327e-08,6.045905002194373e-08,7.519182996351676e-08,8.476233201637455e-08,0,0,0,0,0,0,0,0,353640,0,265964,87676,229863,318114,229326,463,229789,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,3506258e4bc14475e12b202023523b4e596f02cf3b536cc9ffa96925f2b31ee9,BiLSTM-ERM,norm_pgd,50,45,858840,488970,0.5693377113315635,858840,858840,8.960200004182184e-08,2.4929771136328327e-08,5.972000505227725e-08,7.454765991621306e-08,8.400000006680841e-08,0,0,0,0,0,0,0,0,858840,0,680641,178199,489202,647864,488048,922,488970,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,12d7ab822e7112b44fc04da9af9e5928fc91281a2b506a0e8c8d5712619a5137,BiLSTM-ERM,phys_hybrid_pgd,20,45,353640,230421,0.6515693926026468,353640,353640,8.944399998433994e-08,2.966638501522567e-08,6.010000008771499e-08,7.528621998487136e-08,8.493605405912562e-08,0,0,0,0,0,0,0,0,353640,0,266286,87354,230499,317663,229978,443,230421,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,e47c1357e1540293101b72fd516d54bd649d424c947df8eac460f9532641c39e,BiLSTM-ERM,phys_hybrid_pgd,50,45,858840,481965,0.5611813609054073,858840,858840,8.935000006538019e-08,2.4355503003281598e-08,5.96000000463448e-08,7.423960993402366e-08,8.383200000849911e-08,0,0,0,0,0,0,0,0,858840,0,684737,174103,482174,631496,481081,884,481965,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,795931cdb45753cf2419d5190aae4797088dd88b9c41d3f6fab604e928bf2f44,BiLSTM-ERM,phys_penalty_pgd,20,45,353640,229896,0.6500848320325755,353640,353640,8.919799998619027e-08,2.957892208943491e-08,6.038599997815197e-08,7.544000002468465e-08,8.47859419381697e-08,0,0,0,0,0,0,0,0,353640,0,266515,87125,229997,316973,229465,431,229896,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,ee673b488429883907df5ce51393b07b7479a001a090b067490c530bc6a0a45a,BiLSTM-ERM,phys_penalty_pgd,50,45,858840,478040,0.5566112430720507,858840,858840,8.933999995353048e-08,2.4043082968994156e-08,5.96000000463448e-08,7.429999993036063e-08,8.380000005026034e-08,0,0,0,0,0,0,0,0,858840,0,686483,172357,478282,625828,477199,841,478040,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,1c0fac75b534e0f9271fc3b7fbe929dd0aae10305adfe4d54c75b7765ad75b3c,BiLSTM-ERM,phys_projection_pgd,20,45,353640,230168,0.6508539757945934,353640,353640,8.924899996820557e-08,2.964802003901923e-08,6.007000008523278e-08,7.5300000013101e-08,8.454872195862158e-08,0,0,0,0,0,0,0,0,353640,0,266552,87088,230321,317061,229741,427,230168,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,18e98f66c12254db4abd25f99e6c6e8b4d66ad3f6fbf012e32c819f947336f7d,BiLSTM-ERM,phys_projection_pgd,50,45,858840,478048,0.5566205579619021,858840,858840,8.923599992272102e-08,2.399999998736746e-08,5.9579657996078315e-08,7.424999999394721e-08,8.361199999029623e-08,0,0,0,0,0,0,0,0,858840,0,686918,171922,478226,624958,477198,850,478048,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,8a4fe9ac0df1c0587f4b1d8b9a15cf983db364e6367de1e66164fa3df23eeb94,CAT-AD,norm_pgd,20,45,353640,233960,0.6615767447121367,353640,353640,8.940899998144403e-08,2.9780000021517594e-08,6.872999991358597e-08,7.996999995540932e-08,8.622233198607413e-08,0,0,0,0,0,0,0,0,353640,0,247984,105656,234172,350486,233378,582,233960,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,b328788c8a7563acab7a44f77cd7b3138e11000970c9646307e1c50f77874256,CAT-AD,norm_pgd,50,45,858840,566327,0.6594092031111732,858840,858840,8.960999997587038e-08,2.979699997851526e-08,6.809000008267674e-08,7.958000003416288e-08,8.61241270398991e-08,0,0,0,0,0,0,0,0,858840,0,612092,246748,566872,839870,565164,1163,566327,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,26f78d7f503da24e9507a47e775266185a9f36982a304b4365eeda589d86b195,CAT-AD,phys_hybrid_pgd,20,45,353640,234714,0.6637088564642009,353640,353640,8.939599993595948e-08,2.977249990987474e-08,6.890999992847924e-08,8.01699999719574e-08,8.63832490499703e-08,0,0,0,0,0,0,0,0,353640,0,246735,106905,234926,351826,234158,556,234714,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,510d602963363ab58256fcc6703e80eb6e1839c1feae496a9fb7b5ddc0b567bb,CAT-AD,phys_hybrid_pgd,50,45,858840,565860,0.6588654464160961,858840,858840,8.947999996511413e-08,2.974000001820798e-08,6.812104995645989e-08,7.963583002035253e-08,8.6121322008803e-08,0,0,0,0,0,0,0,0,858840,0,610317,248523,566631,841149,564814,1046,565860,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,83b919c74d7fd9c4f5a3af1c57f77edc4e8f42cf6b218a6cf92f365b608e1bac,CAT-AD,phys_penalty_pgd,20,45,353640,234453,0.662970817780794,353640,353640,8.932799999694652e-08,2.9790000022344998e-08,6.892000004588005e-08,8.009999996616557e-08,8.626999996164119e-08,0,0,0,0,0,0,0,0,353640,0,246836,106804,234622,351760,233860,593,234453,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,0dc9d296a0e5be693f16476479f0e4a4fbe9c5d14e408c675243698a32260244,CAT-AD,phys_penalty_pgd,50,45,858840,565609,0.6585731917470076,858840,858840,8.955599994919794e-08,2.9700000014898364e-08,6.80919999329621e-08,7.968999993224202e-08,8.614144900764809e-08,0,0,0,0,0,0,0,0,858840,0,611231,247609,566294,841460,564518,1091,565609,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,3c251c44f0f9e25467411accd3069a11c08f54dc4be5a04e7db617300232600e,CAT-AD,phys_projection_pgd,20,45,353640,234737,0.6637738943558421,353640,353640,8.9370000067035e-08,2.985399993882254e-08,6.889999992765183e-08,8.021061002949635e-08,8.643324905410732e-08,0,0,0,0,0,0,0,0,353640,0,246675,106965,234924,351855,234144,593,234737,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,9d323ea2422dd4bb7e032dd784d46f0dbe72f55375d776c29f9205d1b5bf03ef,CAT-AD,phys_projection_pgd,50,45,858840,566391,0.6594837222299846,858840,858840,8.960999997587038e-08,2.974000001820798e-08,6.807999997082703e-08,7.965343996385593e-08,8.609832203776417e-08,0,0,0,0,0,0,0,0,858840,0,609945,248895,566943,841952,565228,1163,566391,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,1ecdfbcdf7a1c4898dabcd9c563fa5e2d6785f57d5fd6f5a42fd82b53e910758,BiLSTM-ERM,norm_pgd,20,46,224490,145709,0.6490667735756603,224490,224490,8.890000002814702e-08,2.999999981767587e-08,6.670000007868992e-08,7.820000003100347e-08,8.539999996060033e-08,0,0,0,0,0,0,0,0,224490,0,170962,53528,145796,205891,145574,135,145709,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,56ead56b4823577a92e2681bfe044ec74112f2adbf30e5d6db906fc3a8dc4cdd,BiLSTM-ERM,norm_pgd,50,46,545190,356356,0.6536363469616097,545190,545190,8.925000005710615e-08,2.999999981767587e-08,6.637109996598941e-08,7.818811005977365e-08,8.549999996887436e-08,0,0,0,0,0,0,0,0,545190,0,409674,135516,356585,507726,355917,439,356356,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,065f1f27d843c0e4da67e8934ffbac8bee4cb935c6a952a706b08d135435575f,BiLSTM-ERM,phys_hybrid_pgd,20,46,224490,146324,0.6518063165397122,224490,224490,8.933999995353048e-08,2.9999999928698173e-08,6.676550002304704e-08,7.822000003265828e-08,8.560766503207249e-08,0,0,0,0,0,0,0,0,224490,0,170826,53664,146408,205112,146184,140,146324,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,8326b101f85861bac40274af36da600c0b5671c2c0c83911bed16db8e7ced6fa,BiLSTM-ERM,phys_hybrid_pgd,50,46,545190,356399,0.6537152185476622,545190,545190,8.927000005876096e-08,2.9999999928698173e-08,6.549999986837918e-08,7.781999999956213e-08,8.556999997466619e-08,0,0,0,0,0,0,0,0,545190,0,410169,135021,356625,507039,355925,474,356399,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,7145295ba50cb9888f13a9c165dd5dc5667aad3b44b1e91d142bf82d1c06c828,BiLSTM-ERM,phys_penalty_pgd,20,46,224490,146051,0.6505902267361575,224490,224490,8.890000002814702e-08,2.9999999928698173e-08,6.643691495833431e-08,7.809000002190203e-08,8.531413203194392e-08,0,0,0,0,0,0,0,0,224490,0,171450,53040,146138,204909,145892,159,146051,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,14979c31a5c2083ef13dc63a4170bb9c9c5c1860e6a15f06cc48d134ef44a5c4,BiLSTM-ERM,phys_penalty_pgd,50,46,545190,356276,0.6534896091270933,545190,545190,8.936800011127843e-08,2.9999999928698173e-08,6.538000008049494e-08,7.790000000618136e-08,8.547892094912232e-08,0,0,0,0,0,0,0,0,545190,0,410711,134479,356482,506581,355756,520,356276,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,8e73f46cdeff71fb64856083ca84cb4ee1b2c734dcd0f27df152a473a86ec949,BiLSTM-ERM,phys_projection_pgd,20,46,224490,146239,0.6514276805202904,224490,224490,8.9370000067035e-08,2.9999999928698173e-08,6.659999995939359e-08,7.80246599374478e-08,8.555021997302956e-08,0,0,0,0,0,0,0,0,224490,0,170970,53520,146330,204991,146092,147,146239,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,7bbc578a4750eb38a436c8b37864680df0473dca55b4b7a6846228575e38b6e3,BiLSTM-ERM,phys_projection_pgd,50,46,545190,356403,0.6537225554393881,545190,545190,8.905000004055807e-08,2.9999999928698173e-08,6.534000007718532e-08,7.78037700377431e-08,8.53866770123001e-08,0,0,0,0,0,0,0,0,545190,0,411353,133837,356641,506411,355953,450,356403,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,ecc3d2fe957dbe1687a4b26f168ee13374bca09d86700829793425fc5209cc22,CAT-AD,norm_pgd,20,46,224490,147229,0.6558376765112032,224490,224490,8.925899996903297e-08,2.963610001849304e-08,6.763354991612401e-08,7.947033001776122e-08,8.628155500145506e-08,0,0,0,0,0,0,0,0,224490,0,160020,64470,147365,218171,146912,317,147229,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,8914f3390b047e95c5d48eb81916078bd1bb91c3a4902b82299d7416348b05df,CAT-AD,norm_pgd,50,46,545190,346915,0.6363194482657423,545190,545190,8.96089999979921e-08,2.900000017902471e-08,6.600000002077167e-08,7.810000002272943e-08,8.549999996887436e-08,0,0,0,0,0,0,0,0,545190,0,403684,141506,347113,501808,346320,595,346915,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,9f206c22f698ff3b4b4a59da11996b5fe4c7f05ec635338da961cbfc401d4762,CAT-AD,phys_hybrid_pgd,20,46,224490,148042,0.6594592186734376,224490,224490,8.943899998392624e-08,2.9730000017380576e-08,6.80626499716119e-08,7.969999993306942e-08,8.623153299536223e-08,0,0,0,0,0,0,0,0,224490,0,158446,66044,148086,219865,147672,370,148042,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,798776ba7c68ece693f080ea7f69951370957a8ac8ddfa5abef0bf78a8714394,CAT-AD,phys_hybrid_pgd,50,46,545190,348139,0.6385645371338432,545190,545190,8.942399998268513e-08,2.9127469935996686e-08,6.652749499069798e-08,7.839132993070481e-08,8.566405507248735e-08,0,0,0,0,0,0,0,0,545190,0,402907,142283,348387,506519,347477,662,348139,0,0,0,NOT AVAILABLE,exact_numpy_linear
cross,loss|model|attack_family|K|split,margin,bda560bab01313e1b4c1d6dfd2c01736694b952e1cb307903bcb6e5f2f2052fa,CAT-AD,phys_penalty_pgd,20,46,224490,148006,0.6592988551828589,224490,224490,8.931599992934025e-08,2.959840000871239e-08,6.774254993624495e-08,7.96199999508751e-08,8.61299999667109e-08,0,0,0,0,0,0,0,0,224490,0,159371,65119,148022,219306,147625,381,148006,0,0,0,NOT AVAILABLE,exact_numpy_linear
